state_fips,county_fips,tract_fips,ckd_pct,ckd_lci,ckd_uci,total_pop
15,15003,15003008407,1.9,1.8,2.0,3325
17,17031,17031140800,2.0,1.9,2.1,6825
18,18001,18001030400,2.9,2.7,3.2,3400
17,17031,17031222900,2.4,2.2,2.5,1244
17,17097,17097865502,2.8,2.6,3.0,2420
19,19163,19163012902,2.6,2.4,2.8,5015
13,13121,13121011418,2.6,2.4,2.8,5853
18,18097,18097352700,3.4,3.2,3.5,2417
18,18057,18057110811,2.0,1.9,2.2,4098
17,17031,17031031200,3.4,3.2,3.6,5648
17,17201,17201003903,2.4,2.2,2.5,6030
18,18089,18089010203,4.8,4.5,5.2,2462
17,17031,17031081402,1.8,1.7,1.9,4243
13,13067,13067030902,2.5,2.4,2.7,5843
15,15003,15003000112,2.5,2.4,2.6,5555
16,16057,16057005700,3.0,2.9,3.2,2958
17,17031,17031827200,3.7,3.5,4.0,4140
17,17015,17015960500,3.0,2.8,3.1,2636
18,18117,18117951400,3.1,3.0,3.3,3156
20,20091,20091053007,1.6,1.5,1.7,4814
16,16027,16027021002,3.5,3.2,3.8,9199
15,15003,15003004000,2.3,2.2,2.4,1552
18,18035,18035001100,3.2,3.0,3.5,3142
17,17105,17105960600,3.1,2.9,3.4,4518
13,13117,13117130101,2.5,2.3,2.6,3489
20,20055,20055960508,2.2,2.0,2.3,1856
17,17031,17031190300,2.8,2.6,2.9,5794
13,13117,13117130408,3.2,2.9,3.5,3608
12,12117,12117021201,2.5,2.3,2.7,6418
18,18089,18089042501,2.5,2.4,2.6,6217
19,19179,19179960400,3.4,3.1,3.7,3864
16,16027,16027020601,2.5,2.3,2.7,4920
13,13121,13121010114,2.0,1.8,2.2,6115
13,13161,13161960300,3.7,3.5,3.9,1645
17,17043,17043843200,2.5,2.3,2.6,5411
17,17031,17031801901,3.3,3.0,3.6,4369
18,18085,18085962100,2.3,2.2,2.4,7564
13,13245,13245010513,4.1,3.8,4.3,3367
19,19113,19113001900,2.5,2.3,2.6,2891
17,17043,17043846603,2.3,2.2,2.5,4261
17,17179,17179021202,3.1,2.8,3.4,3379
18,18085,18085962300,2.6,2.4,2.9,5015
17,17031,17031740200,2.1,2.0,2.3,6547
16,16085,16085970300,2.6,2.4,2.7,4592
13,13051,13051002300,4.6,4.3,5.0,2056
20,20059,20059954500,2.9,2.8,3.0,6036
13,13073,13073030503,2.8,2.6,2.9,6751
17,17143,17143003602,3.3,3.1,3.6,5580
19,19005,19005960100,3.4,3.1,3.6,2130
15,15003,15003008614,2.0,1.9,2.1,8232
18,18033,18033020300,2.7,2.5,2.9,4302
13,13121,13121008904,1.6,1.5,1.7,4883
15,15003,15003008703,2.5,2.4,2.6,6837
13,13185,13185011301,2.5,2.3,2.7,5022
17,17031,17031730700,4.6,4.2,5.0,2331
17,17167,17167000504,2.7,2.5,2.9,3059
17,17097,17097863003,0.9,0.8,1.0,7829
19,19153,19153011113,1.9,1.7,2.0,2288
17,17087,17087980000,4.3,3.8,4.8,1538
18,18005,18005010500,2.7,2.5,3.0,5245
18,18127,18127051002,2.4,2.3,2.6,8469
18,18083,18083955200,3.0,2.9,3.2,5973
12,12105,12105013300,5.2,5.0,5.5,2301
13,13135,13135050320,2.5,2.4,2.7,5598
18,18105,18105000201,1.1,1.0,1.2,6924
19,19171,19171290300,3.1,3.0,3.3,2715
17,17001,17001000700,4.4,4.0,4.9,1481
18,18009,18009975200,4.0,3.7,4.4,2756
18,18097,18097380501,3.1,2.9,3.3,2516
19,19153,19153004501,2.8,2.6,3.0,4091
17,17043,17043844202,2.5,2.3,2.8,2649
18,18089,18089011900,6.2,5.6,6.7,2069
17,17043,17043840304,2.8,2.5,3.0,3777
17,17197,17197880204,2.8,2.6,3.0,5974
13,13063,13063040306,2.5,2.4,2.7,4372
16,16055,16055000302,2.5,2.3,2.7,6415
13,13089,13089022402,1.6,1.5,1.7,5823
12,12127,12127082607,4.0,3.7,4.2,2176
12,12111,12111380200,5.6,5.2,6.1,3085
13,13215,13215003000,6.0,5.6,6.5,2676
19,19127,19127950500,3.0,2.9,3.2,4464
17,17097,17097864518,1.8,1.7,2.0,5514
13,13251,13251970400,4.0,3.8,4.3,4794
12,12115,12115002202,3.9,3.6,4.3,4196
13,13121,13121010508,2.9,2.7,3.2,3757
17,17157,17157951100,3.4,3.2,3.6,3638
18,18121,18121030100,3.1,2.9,3.2,3946
18,18029,18029080201,2.5,2.4,2.7,2341
13,13215,13215010402,2.5,2.4,2.7,4049
17,17113,17113005501,3.0,2.8,3.3,2474
16,16001,16001002302,2.8,2.6,3.0,7852
13,13089,13089021211,2.7,2.5,2.8,4598
12,12119,12119911301,5.7,5.1,6.3,3412
13,13091,13091960100,3.3,3.1,3.4,3257
19,19035,19035080400,3.3,3.1,3.5,2212
13,13063,13063040409,2.6,2.5,2.7,5716
17,17031,17031823903,3.1,2.9,3.4,4707
17,17099,17099963100,3.4,3.1,3.7,3222
12,12127,12127082506,3.9,3.6,4.3,4396
13,13027,13027960300,3.6,3.4,3.8,5801
17,17031,17031221100,2.4,2.2,2.5,4870
12,12127,12127092500,2.3,2.1,2.5,5558
17,17031,17031816100,2.4,2.3,2.5,6445
13,13287,13287970300,3.6,3.5,3.8,3498
18,18097,18097361000,2.3,2.1,2.6,2097
13,13175,13175951100,3.6,3.5,3.8,4093
19,19013,19013002902,2.9,2.8,3.1,3900
18,18151,18151971000,3.6,3.4,3.8,3809
17,17161,17161021600,2.7,2.5,2.9,2872
13,13135,13135050714,2.4,2.2,2.5,5217
17,17043,17043840907,2.7,2.6,2.9,4835
17,17031,17031120300,2.5,2.3,2.7,6365
16,16001,16001010331,2.0,1.9,2.1,19450
13,13121,13121008202,5.4,5.0,5.9,1893
17,17097,17097865000,2.5,2.3,2.8,1363
20,20009,20009971700,3.0,2.8,3.2,2946
13,13021,13021011702,5.1,4.8,5.4,4425
13,13133,13133950302,3.5,3.3,3.9,1975
17,17043,17043841104,2.2,2.0,2.3,4469
17,17031,17031828401,2.3,2.2,2.5,3644
17,17197,17197881111,2.4,2.2,2.6,3173
17,17121,17121952400,3.7,3.3,4.1,3623
17,17089,17089850702,3.7,3.4,4.0,13599
12,12115,12115002712,2.6,2.4,2.7,33041
13,13033,13033950100,3.1,2.9,3.2,5043
19,19103,19103000302,2.2,2.0,2.3,5465
18,18057,18057110404,1.8,1.7,1.9,5114
18,18125,18125953900,3.2,3.1,3.3,3445
17,17111,17111871104,1.7,1.6,1.8,17533
17,17113,17113001103,2.4,2.2,2.6,3200
17,17197,17197880905,2.6,2.4,2.8,2697
18,18097,18097381102,2.5,2.4,2.7,5880
13,13097,13097080102,2.6,2.4,2.8,6952
12,12115,12115000801,4.6,4.1,5.2,1894
19,19161,19161080400,3.6,3.3,4.0,2694
13,13017,13017960500,4.4,4.2,4.7,5825
17,17143,17143002702,3.6,3.4,3.9,3879
17,17043,17043845704,2.5,2.3,2.7,4754
13,13117,13117130605,2.4,2.2,2.6,3797
17,17031,17031835800,3.3,3.0,3.6,1576
18,18037,18037953400,2.8,2.6,3.1,5387
18,18075,18075962700,3.2,3.1,3.4,3347
17,17041,17041952200,2.9,2.7,3.2,4497
17,17203,17203030602,2.3,2.2,2.3,3383
13,13069,13069010300,3.0,2.8,3.2,5376
13,13059,13059150400,1.4,1.3,1.5,4934
17,17031,17031081800,1.0,0.9,1.1,6866
17,17031,17031834700,5.2,4.8,5.6,2078
17,17201,17201003806,2.0,1.9,2.2,4788
13,13089,13089021704,2.6,2.4,2.8,5417
13,13121,13121004300,1.8,1.6,2.1,2421
17,17031,17031841600,4.1,3.7,4.4,1166
18,18003,18003011100,3.0,2.8,3.3,2853
19,19023,19023070300,3.5,3.3,3.7,2825
17,17119,17119403121,2.3,2.1,2.5,9285
17,17031,17031806600,2.5,2.3,2.7,3490
19,19017,19017004200,2.6,2.4,2.8,3909
17,17031,17031671300,4.5,4.2,4.9,2688
19,19153,19153011206,2.4,2.2,2.6,3487
13,13121,13121006000,4.2,3.9,4.6,3390
12,12105,12105013702,4.0,3.8,4.2,5252
13,13233,13233010300,3.6,3.3,3.8,4809
13,13135,13135050210,1.8,1.7,1.9,6069
16,16055,16055000602,3.1,2.9,3.4,5727
17,17031,17031842800,3.3,3.1,3.6,7498
18,18041,18041954100,4.4,4.0,4.8,2814
17,17197,17197880107,2.3,2.2,2.4,5070
17,17115,17115001600,1.8,1.7,1.9,2407
17,17129,17129010300,2.9,2.7,3.0,2493
13,13075,13075960100,4.0,3.8,4.2,2151
13,13135,13135050609,2.0,1.9,2.1,11696
17,17097,17097861009,1.7,1.6,1.8,5154
13,13117,13117130504,2.4,2.2,2.6,3588
18,18095,18095001000,3.6,3.3,3.8,2899
17,17025,17025971900,3.3,3.1,3.5,2517
17,17031,17031241100,1.6,1.5,1.7,3682
18,18003,18003010706,2.6,2.4,2.8,4701
17,17167,17167002400,4.4,4.2,4.7,3582
17,17031,17031817900,3.3,3.1,3.5,5632
13,13127,13127000800,4.2,3.9,4.5,4159
20,20087,20087020200,3.0,2.9,3.2,4030
17,17089,17089854503,1.9,1.8,2.0,11829
17,17031,17031611300,3.1,2.9,3.3,3556
18,18019,18019050704,2.6,2.4,2.9,5837
13,13121,13121011303,3.1,2.8,3.3,8433
19,19131,19131560300,3.4,3.1,3.8,3846
19,19113,19113000600,2.9,2.7,3.1,3002
17,17043,17043841206,2.8,2.5,3.2,5345
17,17031,17031828000,3.1,2.9,3.3,5147
17,17031,17031160700,2.4,2.2,2.5,5893
12,12121,12121970100,3.4,3.2,3.5,6210
18,18081,18081610701,2.3,2.1,2.5,10344
20,20091,20091051906,2.1,2.0,2.3,5694
12,12119,12119911702,5.6,5.2,6.1,4398
12,12105,12105015801,5.9,5.3,6.5,2158
17,17031,17031805901,2.9,2.7,3.1,3834
13,13123,13123080300,3.9,3.6,4.1,5936
17,17111,17111871301,2.2,2.1,2.4,4653
17,17003,17003957600,3.6,3.4,3.7,2928
18,18039,18039001602,2.6,2.5,2.9,4835
17,17031,17031151100,2.8,2.6,3.0,5458
19,19155,19155030200,2.5,2.3,2.7,3352
18,18097,18097380901,2.8,2.6,2.9,5000
18,18021,18021040300,2.6,2.4,2.8,3465
17,17135,17135957700,3.4,3.1,3.8,3103
20,20005,20005081600,3.1,3.0,3.2,4488
16,16065,16065950301,1.4,1.2,1.7,5558
17,17031,17031520600,3.4,3.2,3.6,2544
19,19065,19065080700,2.9,2.8,3.0,2952
17,17031,17031828801,2.8,2.7,3.0,4969
17,17043,17043845508,3.5,3.3,3.7,3508
13,13089,13089021202,2.2,2.1,2.4,6745
18,18141,18141002000,5.8,5.4,6.2,1775
17,17141,17141961300,2.9,2.8,3.0,5262
15,15003,15003005700,3.3,3.1,3.5,2148
15,15003,15003008917,2.1,1.9,2.2,4554
18,18091,18091041400,3.5,3.3,3.8,3887
20,20041,20041084600,4.1,3.8,4.5,2568
13,13135,13135050522,4.0,3.8,4.3,4533
17,17037,17037001300,2.0,1.9,2.2,5517
19,19123,19123950100,2.9,2.8,3.1,3263
19,19169,19169000600,1.9,1.8,2.1,4639
18,18177,18177010700,2.8,2.7,2.9,3911
18,18161,18161960800,3.0,2.8,3.2,3140
18,18177,18177010500,3.0,2.9,3.2,2338
17,17183,17183000700,3.2,3.0,3.5,3568
13,13097,13097080303,3.4,3.2,3.7,3831
12,12133,12133970303,3.8,3.6,4.0,4161
16,16053,16053970100,3.4,3.2,3.6,3168
13,13193,13193000300,3.5,3.3,3.7,5210
18,18137,18137968800,3.1,2.9,3.3,3354
17,17055,17055040100,3.0,2.8,3.2,3047
18,18065,18065975800,3.0,2.7,3.2,4589
17,17031,17031062100,1.1,1.0,1.2,3436
17,17043,17043841320,2.0,1.9,2.1,2704
18,18003,18003003000,4.3,4.1,4.6,3525
17,17031,17031080201,2.2,2.1,2.4,3287
17,17163,17163503402,3.0,2.8,3.2,7627
17,17031,17031381400,3.1,2.9,3.3,1612
17,17009,17009970400,3.0,2.9,3.2,2606
17,17031,17031806103,2.6,2.4,2.8,5238
17,17031,17031800800,3.1,2.9,3.4,2206
20,20011,20011955900,3.6,3.3,3.9,3402
17,17031,17031803901,2.8,2.5,3.0,3452
13,13009,13009970400,3.1,3.0,3.3,4336
17,17031,17031381500,4.1,3.7,4.6,237
17,17067,17067953800,3.3,3.0,3.7,2720
17,17031,17031071800,1.6,1.5,1.7,2646
18,18157,18157010203,2.4,2.2,2.6,8155
12,12111,12111381702,5.6,5.0,6.2,2424
17,17063,17063000102,1.9,1.8,2.1,7415
15,15003,15003010904,2.6,2.5,2.7,3570
18,18063,18063210608,2.1,1.9,2.2,3424
18,18015,18015959700,2.7,2.6,2.9,3392
16,16019,16019970403,2.0,1.9,2.2,10426
20,20037,20037957100,3.3,3.0,3.6,2710
17,17031,17031804310,1.9,1.8,2.0,9088
16,16061,16061940001,4.8,4.5,5.3,1727
17,17103,17103000600,3.1,2.9,3.3,3519
13,13135,13135050418,2.3,2.2,2.4,6765
19,19045,19045000600,3.1,2.9,3.3,3687
18,18153,18153050200,2.8,2.7,2.9,2978
19,19027,19027960500,3.2,2.9,3.4,1951
17,17199,17199021100,4.1,3.8,4.5,3215
18,18097,18097350400,3.9,3.6,4.2,2579
17,17031,17031807000,2.5,2.4,2.7,5736
13,13147,13147960300,3.5,3.4,3.7,3000
12,12127,12127091019,3.1,3.0,3.3,5131
17,17031,17031816500,3.2,3.0,3.4,4438
17,17031,17031841200,2.4,2.2,2.6,5262
13,13227,13227050600,2.8,2.7,3.0,6201
17,17019,17019001205,1.9,1.7,2.0,5037
19,19103,19103001802,2.0,1.9,2.2,3790
20,20091,20091050900,2.5,2.3,2.7,4496
13,13089,13089021417,2.0,1.9,2.1,5827
13,13185,13185010201,2.3,2.1,2.4,3748
18,18097,18097340901,2.6,2.4,2.7,3763
13,13051,13051011400,4.1,3.8,4.4,2042
19,19155,19155031700,2.4,2.2,2.6,4514
13,13263,13263960200,4.8,4.5,5.1,2311
17,17031,17031170100,4.3,3.9,4.9,1752
20,20051,20051072800,2.8,2.5,3.0,7676
19,19185,19185070300,4.3,4.0,4.5,2092
19,19193,19193000900,2.6,2.4,2.7,2090
13,13045,13045911000,2.8,2.7,3.0,6157
13,13309,13309780100,4.5,4.2,4.7,2652
17,17197,17197883516,1.8,1.7,2.0,6858
17,17031,17031062700,1.2,1.1,1.3,2724
16,16019,16019971400,2.2,2.1,2.3,8508
18,18173,18173030500,3.0,2.8,3.2,7204
18,18073,18073100902,3.1,2.8,3.3,6421
13,13093,13093970100,3.4,3.3,3.6,5943
13,13217,13217100901,2.7,2.5,2.8,10390
17,17109,17109010700,3.6,3.2,4.1,4310
18,18141,18141012200,2.8,2.6,3.1,3065
18,18063,18063210202,2.7,2.5,3.0,8573
17,17099,17099962300,2.6,2.5,2.8,6937
17,17043,17043841307,2.0,1.9,2.1,6172
18,18127,18127050101,2.5,2.4,2.6,9319
13,13301,13301970500,4.6,4.4,4.8,2988
19,19153,19153010500,2.4,2.3,2.6,6472
18,18027,18027954300,3.7,3.4,4.0,3758
19,19155,19155030602,3.0,2.8,3.2,2741
17,17097,17097861604,2.0,1.9,2.1,5745
19,19061,19061010500,2.8,2.6,3.1,4385
13,13149,13149970300,3.0,2.8,3.2,2873
15,15003,15003009701,3.6,3.5,3.8,6635
12,12127,12127090102,4.5,4.2,4.7,3473
17,17161,17161022900,2.7,2.5,2.9,2718
17,17031,17031301801,3.0,2.7,3.2,4005
13,13089,13089023309,2.7,2.5,3.0,9553
18,18039,18039002200,3.3,3.1,3.6,8363
17,17031,17031821200,3.0,2.9,3.1,6003
18,18089,18089021300,3.2,3.0,3.4,3630
18,18141,18141011404,1.8,1.7,2.0,6886
17,17031,17031590500,2.6,2.5,2.8,1672
17,17057,17057953300,3.3,3.1,3.6,3421
17,17031,17031830008,2.8,2.7,3.1,4537
13,13057,13057090400,3.1,2.9,3.4,8928
13,13099,13099090300,4.2,3.9,4.5,1535
18,18057,18057111102,2.3,2.1,2.4,8181
17,17031,17031431301,3.9,3.6,4.2,3545
17,17037,17037000100,2.5,2.3,2.7,6712
17,17197,17197883401,3.0,2.8,3.2,4160
17,17043,17043841323,2.1,2.0,2.2,3032
19,19163,19163010202,2.2,2.1,2.3,5860
17,17161,17161024200,3.1,2.9,3.3,4372
13,13315,13315960400,3.9,3.7,4.1,2213
17,17097,17097862402,3.3,3.1,3.5,3341
15,15003,15003006809,2.2,2.0,2.3,5040
18,18097,18097355500,3.3,3.1,3.5,3569
13,13223,13223120601,2.4,2.3,2.6,4740
13,13089,13089023506,4.1,3.8,4.4,5910
13,13043,13043950100,4.7,4.3,5.0,5091
17,17031,17031804804,2.2,2.1,2.3,6537
17,17159,17159978100,3.8,3.4,4.2,4129
13,13153,13153021400,2.7,2.5,2.8,8286
17,17031,17031020200,2.6,2.5,2.8,6676
13,13179,13179010400,3.0,2.9,3.1,7278
17,17031,17031650500,2.7,2.6,2.8,4421
18,18141,18141001000,3.1,2.9,3.3,2913
13,13313,13313000302,2.9,2.7,3.1,8843
19,19145,19145490100,3.0,2.9,3.1,2624
18,18003,18003002300,4.1,3.9,4.3,5180
17,17031,17031140602,2.2,2.1,2.3,5397
13,13135,13135050527,2.2,2.1,2.3,5987
13,13105,13105000100,4.0,3.8,4.3,3527
17,17003,17003957700,3.3,3.1,3.4,2172
18,18097,18097370201,3.3,3.1,3.6,4361
17,17097,17097862300,4.2,3.9,4.4,3033
17,17031,17031822400,3.1,3.0,3.4,6226
13,13051,13051003301,5.2,4.8,5.7,1856
13,13063,13063040619,2.6,2.4,2.8,3001
18,18045,18045957900,3.2,3.0,3.3,4431
17,17031,17031210501,2.7,2.5,2.9,3900
18,18065,18065976400,3.5,3.1,3.8,4359
19,19163,19163011700,2.3,2.2,2.5,3114
17,17031,17031819100,3.0,2.8,3.2,4552
17,17089,17089852700,2.3,2.1,2.5,7204
17,17031,17031251300,4.0,3.7,4.4,4921
18,18095,18095011501,2.7,2.6,2.9,4640
13,13121,13121011618,1.6,1.5,1.7,4268
15,15003,15003003406,2.1,2.0,2.3,5777
18,18081,18081610500,2.4,2.2,2.5,7991
18,18097,18097330209,2.7,2.5,2.9,8818
16,16013,16013960200,2.4,2.2,2.6,9878
19,19045,19045000400,3.2,2.9,3.5,3764
13,13067,13067030239,2.1,2.0,2.2,7610
18,18141,18141010600,2.5,2.3,2.7,4138
17,17031,17031051100,1.3,1.2,1.4,1556
20,20091,20091053421,1.4,1.3,1.5,3799
17,17165,17165955900,3.7,3.4,4.1,2564
18,18007,18007100300,3.5,3.3,3.7,2326
17,17097,17097863202,2.4,2.3,2.6,5093
17,17199,17199020201,2.4,2.2,2.5,5611
13,13073,13073030202,3.2,3.0,3.4,2963
17,17161,17161023700,4.2,3.9,4.4,2494
18,18017,18017951700,3.1,2.9,3.2,2743
20,20045,20045000802,2.4,2.3,2.6,5640
13,13169,13169030302,3.2,3.1,3.4,6468
18,18183,18183050300,2.8,2.7,3.0,5303
17,17143,17143004600,2.9,2.7,3.1,5499
16,16001,16001002413,2.4,2.2,2.6,8245
12,12117,12117021615,2.3,2.2,2.5,2578
18,18087,18087970200,3.2,2.9,3.5,5086
19,19091,19091970100,3.1,3.0,3.2,2184
17,17031,17031830003,2.6,2.4,2.8,7985
17,17031,17031260400,5.6,5.1,6.0,1271
18,18089,18089042100,2.9,2.8,3.1,5547
13,13195,13195020600,3.4,3.2,3.6,1990
19,19141,19141490100,3.5,3.3,3.8,2860
13,13001,13001950500,3.3,3.1,3.6,3864
13,13109,13109970200,3.7,3.5,3.9,3989
12,12111,12111382010,5.6,5.1,6.2,1743
19,19075,19075960400,2.9,2.8,3.2,2147
13,13219,13219030300,2.6,2.4,2.7,4710
17,17089,17089851302,2.5,2.3,2.6,3486
18,18089,18089040600,2.7,2.5,2.9,3759
19,19013,19013000300,3.6,3.3,3.8,3104
13,13121,13121006802,4.9,4.5,5.3,1958
13,13089,13089023204,3.4,3.1,3.6,6602
13,13067,13067030222,2.0,1.9,2.1,5987
17,17031,17031711500,4.7,4.4,5.1,2539
17,17031,17031480200,4.1,3.7,4.4,1229
17,17097,17097864002,2.3,2.1,2.4,6283
13,13281,13281960100,3.5,3.2,3.8,4027
18,18059,18059410600,2.8,2.6,3.1,5023
17,17043,17043846103,1.9,1.8,2.0,5490
13,13121,13121001002,1.0,0.9,1.0,6315
20,20091,20091051400,2.6,2.4,2.8,3102
18,18097,18097390405,2.1,1.9,2.3,3917
17,17113,17113006000,2.5,2.4,2.7,3845
13,13031,13031110404,1.3,1.2,1.5,7267
17,17197,17197881800,2.7,2.5,2.8,4049
17,17031,17031030604,2.6,2.4,2.7,2976
15,15003,15003003200,2.5,2.4,2.7,833
19,19153,19153010706,2.3,2.1,2.4,5984
18,18135,18135952100,3.2,3.0,3.3,3023
17,17081,17081050800,3.4,3.1,3.8,4231
13,13057,13057091003,2.4,2.3,2.5,7627
18,18163,18163003500,2.9,2.6,3.1,3083
17,17031,17031080400,2.5,2.3,2.7,4317
19,19041,19041080100,2.9,2.8,3.0,2064
12,12113,12113010707,2.7,2.5,3.0,4266
13,13077,13077170503,2.5,2.3,2.7,5436
12,12127,12127080500,3.9,3.6,4.2,2428
18,18097,18097320301,3.0,2.8,3.2,3382
17,17031,17031062400,1.2,1.1,1.3,1421
13,13089,13089022008,3.9,3.6,4.1,7250
19,19033,19033950402,3.6,3.3,3.9,4130
17,17201,17201000402,3.9,3.5,4.4,2914
17,17031,17031804705,2.1,1.9,2.2,3976
18,18097,18097360202,4.3,4.0,4.5,3321
13,13135,13135050430,2.7,2.6,2.9,5003
17,17001,17001000201,3.0,2.9,3.2,1986
13,13063,13063040522,3.6,3.3,3.8,4926
12,12113,12113010819,2.4,2.3,2.6,11253
20,20091,20091053557,2.3,2.2,2.5,2192
18,18003,18003001600,4.0,3.8,4.2,2206
17,17043,17043846504,2.6,2.4,2.8,6270
13,13139,13139001004,2.4,2.2,2.5,2959
17,17031,17031661100,2.8,2.7,3.0,6542
13,13245,13245000100,3.9,3.7,4.1,3753
18,18097,18097310311,2.5,2.4,2.6,5224
18,18051,18051050502,3.6,3.3,3.9,4691
17,17031,17031824121,2.3,2.1,2.4,3174
17,17029,17029000800,1.4,1.2,1.5,5675
17,17031,17031320600,1.4,1.3,1.5,4256
13,13277,13277960400,3.8,3.5,4.1,6398
20,20091,20091053510,1.5,1.4,1.6,5302
17,17031,17031070103,1.1,1.0,1.1,1709
17,17097,17097864521,4.4,3.8,5.2,2511
18,18035,18035002100,4.6,4.3,5.0,2798
13,13067,13067031101,2.7,2.5,2.9,4940
17,17163,17163502603,3.7,3.5,3.9,4210
18,18089,18089042802,2.6,2.4,2.8,5573
17,17031,17031242900,1.6,1.5,1.7,1670
15,15003,15003010303,2.5,2.4,2.6,4766
19,19061,19061010105,2.4,2.3,2.6,3708
16,16031,16031950300,3.3,3.1,3.6,4916
17,17031,17031340500,4.7,4.4,5.0,1544
17,17031,17031810000,1.7,1.6,1.8,4896
13,13199,13199970600,4.3,4.1,4.5,3155
17,17099,17099961800,2.7,2.6,2.9,4006
17,17197,17197880119,2.0,1.8,2.1,4333
18,18003,18003003400,2.5,2.3,2.7,4351
18,18097,18097330203,2.2,2.0,2.4,5601
18,18089,18089042609,2.4,2.3,2.5,8442
17,17031,17031561100,2.9,2.7,3.2,5407
13,13299,13299950900,3.7,3.5,4.0,4008
17,17031,17031803100,2.2,2.0,2.4,3440
13,13153,13153021108,2.0,2.0,2.1,6126
15,15001,15001020300,4.1,3.9,4.4,3934
13,13089,13089023412,3.5,3.2,3.8,6082
17,17113,17113001404,2.8,2.7,3.0,4300
19,19111,19111490600,3.1,3.0,3.3,3558
13,13089,13089020300,1.7,1.6,1.8,3574
18,18167,18167001400,3.3,3.0,3.7,3240
15,15007,15007040500,2.9,2.7,3.1,5943
17,17031,17031750100,4.6,4.2,5.0,4147
18,18003,18003010306,2.1,1.9,2.2,5154
15,15003,15003001600,2.6,2.4,2.8,3783
17,17119,17119402200,3.2,3.0,3.4,3395
13,13135,13135050548,2.1,2.0,2.2,11778
19,19153,19153011702,3.0,2.7,3.4,3106
17,17031,17031221500,2.4,2.3,2.6,2829
12,12105,12105015000,3.4,3.2,3.6,5015
16,16041,16041970100,3.1,3.0,3.3,6068
17,17031,17031836700,4.3,4.1,4.6,2397
17,17189,17189950300,3.1,2.8,3.4,3355
13,13245,13245001500,6.7,6.0,7.4,989
13,13115,13115001100,5.0,4.7,5.5,2782
18,18097,18097340101,3.1,2.9,3.4,3891
13,13121,13121010122,1.5,1.5,1.6,5596
17,17097,17097861012,2.3,2.2,2.5,5076
19,19197,19197680100,3.7,3.4,4.0,3450
17,17119,17119403802,3.0,2.9,3.1,4596
17,17031,17031010600,2.3,2.1,2.4,6097
17,17031,17031825802,3.3,3.1,3.5,5850
17,17031,17031805301,2.9,2.7,3.1,3496
13,13051,13051010808,2.2,2.1,2.3,8977
13,13117,13117130609,1.5,1.4,1.6,4341
18,18089,18089040401,3.0,2.7,3.3,5208
17,17031,17031820502,3.3,3.0,3.5,5150
18,18145,18145710700,2.9,2.6,3.1,6478
18,18019,18019050404,2.8,2.6,3.1,3986
13,13045,13045910600,2.9,2.7,3.1,5568
20,20091,20091053101,1.9,1.8,2.1,4093
18,18089,18089041400,3.4,3.3,3.6,2847
20,20015,20015020400,3.4,3.2,3.7,2559
13,13185,13185011600,3.3,3.1,3.6,3770
13,13059,13059000900,4.7,4.3,5.0,3275
17,17031,17031230400,2.6,2.4,2.8,2609
12,12127,12127081200,3.5,3.3,3.8,3724
12,12105,12105014124,5.4,5.1,5.8,2339
18,18057,18057110905,2.0,1.9,2.1,2839
17,17163,17163503202,3.0,2.8,3.2,6110
19,19007,19007950400,3.5,3.2,3.8,3025
17,17097,17097864106,2.3,2.2,2.5,4087
18,18097,18097353600,5.3,5.0,5.6,2112
19,19113,19113010500,2.6,2.5,2.8,3625
17,17043,17043842500,2.2,2.1,2.4,3081
18,18099,18099020600,3.2,2.9,3.4,5236
13,13067,13067030344,1.6,1.5,1.6,3601
13,13063,13063040416,3.4,3.3,3.5,3390
17,17043,17043841002,2.8,2.7,3.0,3207
16,16083,16083000800,2.9,2.7,3.1,6224
17,17031,17031580502,2.9,2.7,3.1,5349
13,13069,13069010801,4.1,3.9,4.3,4871
17,17119,17119401500,3.2,3.0,3.5,2763
18,18053,18053010500,3.4,3.1,3.7,5403
17,17197,17197880505,2.2,2.1,2.3,7900
12,12117,12117020402,3.3,3.1,3.5,3056
19,19153,19153000702,2.5,2.3,2.8,3196
17,17183,17183011000,3.1,2.9,3.4,4178
13,13121,13121011411,2.3,2.2,2.5,7501
19,19005,19005960400,3.4,3.2,3.6,2343
17,17031,17031050600,1.2,1.2,1.3,2071
13,13185,13185010900,4.7,4.4,5.0,1732
18,18101,18101950200,3.1,2.8,3.3,3865
18,18089,18089042602,2.3,2.2,2.5,6428
13,13159,13159010200,3.3,3.1,3.5,2787
17,17031,17031801300,2.5,2.3,2.7,4283
17,17043,17043846521,2.0,1.9,2.1,5240
17,17031,17031808301,2.8,2.6,3.1,5625
13,13121,13121011900,2.6,2.5,2.8,2934
18,18117,18117951800,3.6,3.4,3.8,3525
17,17031,17031491100,4.8,4.3,5.3,4514
17,17167,17167003203,2.1,1.9,2.2,5811
17,17163,17163501400,4.4,4.0,4.8,2790
17,17191,17191955000,3.4,3.2,3.5,4360
13,13121,13121011623,1.7,1.6,1.8,11473
13,13155,13155950100,3.7,3.6,3.9,2385
17,17091,17091011100,2.9,2.7,3.1,2063
17,17163,17163504351,2.4,2.3,2.6,3596
19,19181,19181020200,2.1,1.9,2.2,6709
20,20095,20095961200,3.2,2.9,3.5,3482
20,20053,20053086700,3.0,2.8,3.2,4404
